entity,filing_date,industry_group_sec,state_or_country,year_of_incorporation,total_offering_usd,total_sold_usd,n_investors,mega_raise_100m,likely_nonstartup_category,likely_operating_company_context
Salem Broadway Development Ltd Liability Co,14-APR-2026,Other,NY,2025.0,1500000.0,0,0,False,False,True
"Guaranteed Title Company, LLC",14-APR-2026,Other,NJ,2025.0,120000.0,120000,6,False,False,True
Doyle Capital Holt LLC,14-APR-2026,Commercial,AR,2025.0,2451000.0,2451000,22,False,True,False
Walnut Springs LLC,14-APR-2026,Commercial,AR,2026.0,2175000.0,2175000,21,False,True,False
RL Investment Group LLC,14-APR-2026,Investing,FL,,7400000.0,7400000,79,False,True,False
"North Texas Renal Management V, LLC",14-APR-2026,Other Health Care,TX,,2562500.0,102500,1,False,False,True
"North Texas Renal Management VI, LLC",14-APR-2026,Other Health Care,TX,,1836000.0,76500,1,False,False,True
"North Texas Renal Management, LLC",14-APR-2026,Other Health Care,TX,,9813600.0,564000,2,False,False,True
"Acclinate, Inc.",14-APR-2026,Other,AL,,3500000.0,3500000,5,False,False,True
Progressive Components International Corp,14-APR-2026,Other,IL,,4500000.0,4500000,23,False,False,True
"Griffin Capital Development Partners Fund III, L.P.",14-APR-2026,Other Real Estate,CA,2025.0,100000000.0,10474271,44,False,True,False
"FiEE, Inc.",14-APR-2026,Other Technology,K3,,1999993.0,1999993,2,False,False,True
Enclave AI Inc.,14-APR-2026,Computers,DE,2026.0,6500000.0,5910000,20,False,False,True
GreenMark Biomedical Inc.,14-APR-2026,Biotechnology,MI,,5000000.0,0,0,False,False,True
"TCG Industrial Fund II, LP",14-APR-2026,Commercial,MA,2026.0,150000000.0,36345015,31,False,True,False
"Business First Bancshares, Inc.",14-APR-2026,Commercial Banking,LA,,85000000.0,85000000,45,False,True,False
"1072 Laskin, LLC",14-APR-2026,Commercial,VA,2026.0,1680000.0,1680000,7,False,True,False
"Bullseye Sequoia, LLC",14-APR-2026,Commercial,CO,2026.0,2000000.0,0,0,False,True,False
"FINSTER AI, INC.",14-APR-2026,Other Technology,NY,2023.0,34500000.0,26499992,1,False,False,True
Spring Rock Hunters Glen LLC,14-APR-2026,Other Real Estate,IL,2025.0,400000.0,0,0,False,True,False
Natrion Inc.,14-APR-2026,Other Energy,NY,,4591690.0,4591690,11,False,False,True
"Virtus Power Holdings, LLC",14-APR-2026,Other Energy,NY,2026.0,,150030006,2,True,False,True
"WPSL PRO, LLC",14-APR-2026,Other,OK,2023.0,4250000.0,4250000,5,False,False,True
"1031CF Real Estate Private Credit Fund, LLC",14-APR-2026,REITS and Finance,TX,2026.0,50000000.0,0,0,False,True,False
"3200 TYRONE PROPERTY OWNER, LLC",14-APR-2026,Commercial,FL,2026.0,2000000.0,2000000,10,False,True,False
AJF Growth LLC,14-APR-2026,Other,CA,2022.0,19331.0,19331,1,False,False,True
"HighGrove Holdings, LLC/MO",14-APR-2026,Other,MO,2025.0,2000000.0,2000000,1,False,False,True
"FixedPoint, Inc.",14-APR-2026,Other Technology,CA,2026.0,300000.0,50000,1,False,False,True
SURGERY CENTERS OF DES MOINES LTD,14-APR-2026,Other Health Care,IA,,371250.0,371250,6,False,False,True
Rio Silver Inc.,14-APR-2026,Other,A1,,21543.0,12567,1,False,False,True
Jones GY Joint Venture,14-APR-2026,Oil and Gas,TX,2026.0,1995000.0,28500,1,False,False,True
"Laowai Noodles LLC, a California liability Co",14-APR-2026,Restaurants,CA,2025.0,1400000.0,675000,14,False,False,True
Azarga Metals Corp.,14-APR-2026,Other,A1,,67746.0,38918,1,False,False,True
Kin Vet Denver LLC,14-APR-2026,Other Health Care,CO,2025.0,,1300000,4,False,False,True
Pillar Residential Holdings LLC,14-APR-2026,Other,NH,2026.0,2000000.0,0,0,False,False,True
"Arselle Real Estate Fund I, LP",14-APR-2026,Other Real Estate,CA,2026.0,100000000.0,0,0,False,True,False
Reformation Inc.,14-APR-2026,Other,NY,,3757865.0,3757865,11,False,False,True
"VitalCare Holdco, Inc.",14-APR-2026,Other Health Care,UT,2025.0,4249998.0,4049999,3,False,False,True
Reformation Inc.,14-APR-2026,Other,NY,,22240629.0,30000,1,False,False,True
T2 Strategic Real Estate Income Fund,14-APR-2026,REITS and Finance,IL,,,4990000,28,False,True,False
Blades Capital LLC,14-APR-2026,Other,KS,2026.0,50000000.0,0,0,False,False,True
COMMUNITY NATIONAL CORP /TN,14-APR-2026,Commercial Banking,TN,,11000000.0,11000000,13,False,True,False
Hacktron AI Inc.,14-APR-2026,Other Technology,U0,2025.0,2927102.0,2927102,12,False,False,True
Gaingels Firehawk 2026 LLC,14-APR-2026,Other,VT,2026.0,297564.0,297564,6,False,False,True
"Winslow Capital Management, LLC",14-APR-2026,Other Banking and Financial Services,MN,,,0,14,False,True,False
FF Tradehouse One Investor LLC,14-APR-2026,Commercial,MA,2025.0,19085500.0,19085500,117,False,True,False
"VWP 900 S Co-Investment, LLC",14-APR-2026,Other Real Estate,AZ,2026.0,2000000.0,1400000,0,False,True,False
"REFRAME HEALTH, INC.",14-APR-2026,Other,CA,2021.0,4714701.0,4306883,25,False,False,True
Shore Medical LLC,14-APR-2026,Commercial,IN,2025.0,3500000.0,2871683,4,False,True,False
"Sopris Energy Partners II, LP",14-APR-2026,Oil and Gas,TX,2026.0,,0,0,False,False,True
"Axena Health, Inc.",14-APR-2026,Other Health Care,MA,2023.0,,15046942,8,False,False,True
"VWP 175th Ave Investor, LLC",14-APR-2026,Other Real Estate,AZ,2026.0,14000000.0,0,0,False,True,False
FF Tradehouse One Investor LLC,14-APR-2026,Commercial,MA,2025.0,19085500.0,19085500,117,False,True,False
MEJDI LLC,14-APR-2026,Tourism and Travel Services,IL,,,300000,2,False,False,True
"VWP 900 S Co-Investment, LLC",14-APR-2026,Other Real Estate,AZ,2026.0,2000000.0,1400000,10,False,True,False
Texas Blocker Corp.,14-APR-2026,Investing,A6,2026.0,107371626.0,107371626,35,True,True,False
"Kinomatic, Inc.",14-APR-2026,Other Technology,CA,,5000000.0,4000000,2,False,False,True
USEDC Opportunity Zone IV LP,14-APR-2026,Oil and Gas,TX,2026.0,100000000.0,211640,0,False,False,True
"TS Investors, LLC",14-APR-2026,Insurance,PA,2021.0,80000.0,38800,17,False,True,False
NAMSOFT INC.,14-APR-2026,Other Technology,WA,2025.0,1700000.0,1500000,6,False,False,True
"AURA Network Systems, Inc.",14-APR-2026,Telecommunications,VA,,3893000.0,3893000,5,False,False,True
LaFleur Minerals Inc..,14-APR-2026,Other,A1,,1634175.0,653670,2,False,False,True
U.S. Energy Private Capital III LP,14-APR-2026,Oil and Gas,TX,2023.0,100000000.0,75000,0,False,False,True
"Liberty Storage Fund III, LLC",14-APR-2026,Commercial,FL,2025.0,100000000.0,0,43,False,True,False
HPI Farmhouse DST,14-APR-2026,Other Real Estate,CT,2025.0,28848598.0,15945624,47,False,True,False
"JLLX Diversified 10, DST",14-APR-2026,Other Real Estate,IL,2025.0,268270270.0,255437566,229,True,True,False
AERO ENERGY Ltd,14-APR-2026,Other,A1,,47348.0,47348,2,False,False,True
"JLLX Glendale Distribution Center, DST",14-APR-2026,Other Real Estate,IL,2025.0,99835796.0,94711418,57,False,True,False
U.S. Energy Private Capital III LP,14-APR-2026,Oil and Gas,TX,2023.0,100000000.0,200000,0,False,False,True
"Chad & Barney's HPF, Inc.",14-APR-2026,Other,WA,2023.0,6000000.0,1699000,11,False,False,True
Levelup Intelligence Inc.,14-APR-2026,Other Banking and Financial Services,UT,2024.0,,225000,5,False,True,False
"Freestyle World, Inc.",14-APR-2026,Retailing,CA,,17864500.0,17364500,47,False,False,True
CAA FILMS LLC,14-APR-2026,Other,WA,2025.0,,2795000,13,False,False,True
"Dataware, Inc.",14-APR-2026,Other Technology,DE,2025.0,4999997.0,4999997,3,False,False,True
Embedded Technology Co,14-APR-2026,Other Technology,MA,2025.0,8736152.0,7961152,10,False,False,True
"Hilltop Athens Holdings, LLC",14-APR-2026,Residential,FL,2025.0,5800000.0,3955000,27,False,True,False
"Equipifi, Inc.",14-APR-2026,Other Technology,AZ,2021.0,44452293.0,30952286,21,False,False,True
Hermeus Corp,14-APR-2026,Other,GA,,200589992.0,200589992,70,True,False,True
Gaingels Capchase LLC,14-APR-2026,Other,VT,2021.0,479967.0,479967,42,False,False,True
"Sygaldry Technologies, Inc.",14-APR-2026,Other Technology,MI,2024.0,139034650.0,139034650,165,True,False,True
"RoleBotz, Inc.",14-APR-2026,Other Technology,DE,2025.0,500000.0,144222,13,False,False,True
SRRT 5902 Industrial DST,14-APR-2026,Other Real Estate,MN,2025.0,15292000.0,2068231,1,False,True,False
"RELAI, Inc.",14-APR-2026,Other,MD,2024.0,6559000.0,4559000,4,False,False,True
"Brooklyn Dumpling Parent Holdings, Inc.",14-APR-2026,Other,NJ,2023.0,187500.0,187500,4,False,False,True
"CLT IC V, LLC",14-APR-2026,Investing,NC,2026.0,1525000.0,1525000,8,False,True,False
W Silverbell LLC,14-APR-2026,Commercial,MI,2023.0,8473684.0,8473684,85,False,True,False
"State Space Labs, Inc.",14-APR-2026,Other Technology,NY,,17156948.0,17156948,35,False,False,True
Gaingels Zingroll LLC,14-APR-2026,Other,VT,2026.0,55244.0,55244,8,False,False,True
Gaingels Standard Bots LLC,14-APR-2026,Other,VT,2026.0,1166025.0,1166025,24,False,False,True
Gaingels Impossible Metals LLC,14-APR-2026,Other,VT,2026.0,93066.0,93066,10,False,False,True
Zydro Marine Technologies Inc,14-APR-2026,Other,MA,2025.0,1999999.0,1999999,4,False,False,True
SAFFRON TECHNOLOGIES PTE LTD,14-APR-2026,Other Banking and Financial Services,U0,,2153600.0,2153600,2,False,True,False
"Applied Atomics, Inc",14-APR-2026,Other Technology,AK,2025.0,8305000.0,8304993,6,False,False,True
"1900 Onion Creek, LLC",14-APR-2026,Other Real Estate,MN,2026.0,14000000.0,11350000,70,False,True,False
Summus Ltd Liability Co,14-APR-2026,Other,MN,2025.0,50000.0,50000,1,False,False,True
PREROCK LLC,14-APR-2026,Commercial,CA,2026.0,4000000.0,4000000,15,False,True,False
Parrot.MD Inc.,14-APR-2026,Other Technology,MN,,3000000.0,10000,1,False,False,True
FortisX Ltd,14-APR-2026,Investing,TX,2025.0,950000000.0,0,0,False,True,False
"White Cliffs Heber, LLC",14-APR-2026,Other Real Estate,AZ,2026.0,3750000.0,2400000,19,False,True,False
Great Pacific Gold Corp.,14-APR-2026,Other,A1,,8419809.0,4825988,7,False,False,True
"Background Investigation Bureau, LLC",14-APR-2026,Other,NC,,1300000.0,1300000,1,False,False,True
MedikaMind Inc.,14-APR-2026,Other Technology,IL,2025.0,4000000.0,0,0,False,False,True
Watershed Medical Inc.,14-APR-2026,Biotechnology,WA,2025.0,10000000.0,300000,3,False,False,True
Park Saxa SPV I LLC,14-APR-2026,Other,CT,2026.0,,1960000,37,False,False,True
Positron Charging Inc.,14-APR-2026,Other Technology,WA,2024.0,1000000.0,750000,5,False,False,True
Athena Group LLC,13-APR-2026,Other,CO,2025.0,9925000.0,9925000,30,False,False,True
Triple Espresso Corp,13-APR-2026,Retailing,CA,2025.0,,120000,1,False,False,True
AIREX Portfolio 11 DST,13-APR-2026,Other Real Estate,CO,2026.0,459338843.0,0,0,False,True,False
NAUGHTY PLAYWRIGHT Ltd LIABILITY Co,13-APR-2026,Other,NY,2022.0,1100000.0,575000,11,False,False,True
"Starwood Multifamily Portfolio Exchange I, D.S.T.",13-APR-2026,Other Real Estate,FL,2023.0,124086520.0,62247218,104,False,True,False
"Ranger RFX, Inc.",13-APR-2026,Other Technology,NY,2024.0,6000000.0,6000000,4,False,False,True
HOME CARE PLACEMENT LLC,13-APR-2026,Other Health Care,CA,2021.0,400000.0,295009,10,False,False,True
Novadore USA Inc,13-APR-2026,Retailing,FL,2022.0,,120000,1,False,False,True
HSA Ventures II LLC,13-APR-2026,Other,MA,2026.0,7300000.0,7300000,20,False,False,True
WYTEC INTERNATIONAL INC,13-APR-2026,Telecommunications,TX,,2000000.0,25000,1,False,False,True
"Hometown Coffee & Juice, Inc.",13-APR-2026,Restaurants,IL,2026.0,11000194.0,11000194,15,False,False,True
"Valius Health, Inc.",13-APR-2026,Biotechnology,CA,2025.0,10150000.0,9650002,6,False,False,True
"CLEANSL8, INC",13-APR-2026,Other Technology,PA,2025.0,250000.0,40000,3,False,False,True
Blende Silver Corp,13-APR-2026,Other,A1,,30390.0,18070,0,False,False,True
Lehrman Reisterstown Investors LLC,13-APR-2026,Commercial,CA,2025.0,10000000.0,9250000,33,False,True,False
"CCP Private Holdings 2026, LLC",13-APR-2026,Other,IL,2025.0,75000000.0,38925000,140,False,False,True
50 Greenleaf LLC,13-APR-2026,Other Real Estate,NY,2025.0,12230000.0,12230000,57,False,True,False
Sunset Boulevard Investors LLC,13-APR-2026,Other Real Estate,NC,2026.0,135000.0,135000,1,False,True,False
"1587 Investments, LLC",13-APR-2026,Residential,TX,2026.0,2000000.0,150000,1,False,True,False
Aetheric Technology Corp.,13-APR-2026,Other Technology,NC,2026.0,5000000.0,50000,1,False,False,True
"AX Essential Retail Portfolio, DST",13-APR-2026,Other Real Estate,NY,2025.0,91520000.0,48460229,52,False,True,False
"Mattur Holdings, Inc.",13-APR-2026,Other Energy,AZ,2022.0,16340730.0,14846304,53,False,False,True
"JSIP Harbor Village Investors II, LLC",13-APR-2026,Residential,MA,2025.0,10500000.0,10500000,1,False,True,False
ABACUS MINING & EXPLORATION CORP,13-APR-2026,Other,A1,,542598.0,155028,5,False,False,True
"JSIP Harbor Village Investors, LLC",13-APR-2026,Residential,MA,2025.0,7720000.0,7720000,5,False,True,False
Calm & Sense Technologies Inc.,13-APR-2026,Other,FL,2025.0,2000000.0,50000,1,False,False,True
Claim To Fame Racing Fund I LLC,13-APR-2026,Other,WA,2025.0,100000.0,100000,32,False,False,True
Capital Defense Technologies LLC,13-APR-2026,Other Technology,VA,2025.0,,2765000,8,False,False,True
"EM Alpine, LLC",13-APR-2026,Other Real Estate,NY,2022.0,,333285258,2416,True,True,False
"GroundVue, PBC",13-APR-2026,Other Technology,DC,2026.0,,0,0,False,False,True
Brontide Corp,13-APR-2026,Agriculture,DE,2022.0,10000000.0,2297258,3,False,False,True
"LaserMotive, Inc.",13-APR-2026,Other,WA,,8750000.0,4993242,36,False,False,True
DELILAH NEW YORK LLC,13-APR-2026,Restaurants,CA,2024.0,20000000.0,7500000,1,False,False,True
"Relly Rell Studios, Inc.",13-APR-2026,Other,MD,2021.0,10000000.0,100000,1,False,False,True
